Jitter(%),Jitter(Abs),Jitter:RAP,Jitter:PPQ5,Jitter:DDP,Shimmer,Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,Shimmer:APQ11,Shimmer:DDA,HNR,NHR,RPDE,DFA,PPE
,,,,,0.10993507290070782,1.0952231643741797,0.04121497952242303,0.05940822508705114,0.11189252480570974,0.12364493856726907,11.972847264389644,0.06349145410475483,1.2870477957996054,1.0184795235773114,0.6363137961597651
